network_packet_size,login_attempts,session_duration,ip_reputation_score,failed_logins,unusual_time_access,protocol_type_ICMP,protocol_type_TCP,protocol_type_UDP,encryption_used_AES,encryption_used_DES,browser_type_Chrome,browser_type_Edge,browser_type_Firefox,browser_type_Safari,browser_type_Unknown
0.4512694512694513,0.16666666666666669,0.2514611533718817,0.1639523593549196,1,1,1,0,0,1,0,1,0,0,0,0
0.4897624897624898,0.16666666666666669,0.5461384544633298,0.6722197856180666,2,0,0,1,0,1,0,1,0,0,0,0
0.3570843570843571,0.08333333333333333,0.6533062327415092,0.5708111546011075,3,0,0,1,0,0,1,1,0,0,0,0
0.3472563472563473,0.3333333333333333,0.7160384127149084,0.4415601229976504,1,0,0,1,0,0,1,1,0,0,0,0
0.5372645372645373,0.25,0.9544165741786813,0.3984228550606586,0,0,0,1,0,0,1,0,0,1,0,0
0.2833742833742834,0.3333333333333333,0.5070814169643125,0.3490105271583577,2,0,0,0,1,0,1,1,0,0,0,0
0.08435708435708437,0.08333333333333333,0.4757486962408555,0.4611869002402154,1,0,0,0,1,1,0,0,0,1,0,0
0.180999180999181,0.3333333333333333,0.8270199886770525,0.1097019568334526,0,0,0,1,0,1,0,1,0,0,0,0
0.4610974610974612,0.16666666666666669,0.7813183320973689,0.2581307010433557,2,0,0,1,0,1,0,1,0,0,0,0
0.13431613431613432,0.08333333333333333,0.5609792789584019,0.2392664931640946,2,1,0,1,0,0,1,1,0,0,0,0
0.40131040131040135,0.16666666666666669,0.6777357291275112,0.5041812546089364,2,0,0,1,0,1,0,0,0,1,0,0
0.42751842751842756,0.25,0.8724799167619636,0.3247834405189918,1,0,0,1,0,1,0,0,0,0,1,0
0.2710892710892711,0.3333333333333333,0.7036325355677084,0.4990763467183964,1,0,0,0,1,0,1,1,0,0,0,0
0.22604422604422608,0.3333333333333333,0.417673990060934,0.2158335693808434,3,1,0,1,0,1,0,0,0,0,0,1
0.03357903357903358,0.25,0.8162630611739721,0.2387609937066596,1,0,0,1,0,1,0,0,1,0,0,0
0.20638820638820643,0.25,0.7015910105194045,0.245059134406469,0,0,0,1,0,1,0,1,0,0,0,0
0.17199017199017202,0.49999999999999994,0.7373115040048301,0.5131188913044067,2,1,0,0,1,1,0,0,0,1,0,0
0.2817362817362818,0.5833333333333333,0.456551692288632,0.3573566972616704,1,0,0,0,1,1,0,0,0,0,0,1
0.47256347256347264,0.16666666666666669,0.7874653285820831,0.5093315460422576,1,0,0,1,0,0,1,0,1,0,0,0
0.3742833742833743,0.08333333333333333,0.6477968608704384,0.4941626123148084,1,0,0,1,0,1,0,1,0,0,0,0
0.1728091728091728,0.3333333333333333,0.3568824205253115,0.0587221693759333,1,0,0,0,1,1,0,0,0,1,0,0
0.325962325962326,0.25,0.814495878276468,0.3135337254308584,1,0,0,1,0,1,0,0,0,0,0,1
1.0,0.08333333333333333,0.8689068632262198,0.2563056041306627,2,0,0,1,0,0,1,0,0,0,0,1
0.034398034398034405,0.08333333333333333,0.7639806610679697,0.5664623155185019,3,0,0,1,0,1,0,0,0,1,0,0
0.28583128583128586,0.08333333333333333,0.7588646934166349,0.3128411927318449,2,0,0,0,1,1,0,1,0,0,0,0
0.1973791973791974,0.4166666666666667,0.7127776911616217,0.1845521989965504,1,1,0,1,0,0,1,0,0,1,0,0
0.3611793611793612,0.16666666666666669,0.6689014431744327,0.4677466806319311,1,0,0,0,1,1,0,1,0,0,0,0
0.0990990990990991,0.3333333333333333,0.2923219037580548,0.0945482296615009,1,1,0,1,0,0,1,1,0,0,0,0
0.26453726453726456,0.25,0.8279686592278496,0.0747565395986597,2,0,0,1,0,0,1,1,0,0,0,0
0.09582309582309582,0.0,0.7807147890483914,0.0613500892922594,1,0,0,1,0,1,0,0,0,0,1,0
0.1891891891891892,0.25,0.7250224627126157,0.4533878446573279,4,0,0,1,0,0,1,0,0,1,0,0
0.3005733005733006,0.16666666666666669,0.7105815760339041,0.3691918722099203,1,0,0,0,1,0,1,0,0,0,0,1
0.33824733824733827,0.25,0.6873343128420342,0.2326618565233513,3,1,0,1,0,1,0,1,0,0,0,0
0.1547911547911548,0.0,0.7546519012758426,0.2380386819236216,4,0,0,1,0,0,1,0,0,0,0,1
0.4160524160524161,0.7499999999999999,0.7687714862849614,0.1644573479924417,1,0,0,1,0,0,1,1,0,0,0,0
0.4258804258804259,0.3333333333333333,0.8667053436825524,0.1908454974520197,2,0,0,1,0,0,1,0,1,0,0,0
0.6126126126126127,0.3333333333333333,0.6584397331005326,0.4003244898030599,2,0,0,1,0,0,1,1,0,0,0,0
0.48566748566748574,0.4166666666666667,0.7312760403447125,0.1229032111311183,1,0,0,1,0,1,0,0,0,1,0,0
0.3415233415233416,0.16666666666666669,0.7125934872708409,0.1486442382403066,0,0,0,1,0,1,0,0,1,0,0,0
0.23587223587223588,0.4166666666666667,0.33390697806565617,0.2229893326963465,2,0,0,0,1,1,0,0,0,1,0,0
0.40540540540540543,0.25,0.6622583336171178,0.1076643002577779,4,0,0,0,1,1,0,1,0,0,0,0
0.180999180999181,0.08333333333333333,0.6099452186578629,0.1593814782266098,2,1,0,1,0,0,1,0,0,1,0,0
0.3767403767403768,0.25,0.816720819431398,0.3768870773380276,2,0,0,1,0,0,1,1,0,0,0,0
0.3292383292383293,0.16666666666666669,0.7973088793582088,0.2717527582902371,0,0,0,1,0,1,0,1,0,0,0,0
0.11957411957411958,0.0,0.562777931560214,0.3021886414566344,0,0,0,0,1,1,0,1,0,0,0,0
0.21621621621621623,0.08333333333333333,0.6897307073111093,0.3396157036130753,2,0,0,1,0,0,1,0,0,1,0,0
0.46928746928746934,0.16666666666666669,0.7849826475974521,0.1947080145403599,2,0,0,1,0,1,0,1,0,0,0,0
0.12776412776412777,0.4166666666666667,0.7463223325577423,0.297958506105094,2,0,0,1,0,1,0,0,0,0,0,1
0.3366093366093366,0.6666666666666666,0.22736568195548454,0.2972419138234682,1,0,0,1,0,0,1,1,0,0,0,0
0.5167895167895168,0.25,0.44079392353660984,0.5164123750120916,1,0,1,0,0,0,1,1,0,0,0,0
0.22440622440622443,0.5833333333333333,0.33046084487127925,0.056490839079033,2,0,0,0,1,0,1,1,0,0,0,0
0.1318591318591319,0.0,0.6564845925969834,0.1692100205066756,1,0,0,1,0,1,0,0,1,0,0,0
0.3898443898443899,0.0,0.6560155316965277,0.6051633847496292,2,0,0,1,0,1,0,0,0,1,0,0
0.4045864045864046,0.16666666666666669,0.7428355101952384,0.2625897989214706,2,0,0,1,0,1,0,0,0,1,0,0
0.7002457002457003,0.16666666666666669,0.8505599304936705,0.2058587540760208,2,0,0,1,0,1,0,0,0,0,0,1
0.4471744471744472,0.08333333333333333,0.7785618046028773,0.1991541486620436,2,0,0,1,0,1,0,0,0,0,1,0
0.5765765765765767,0.3333333333333333,0.7808583471509185,0.4565669015042543,1,0,0,1,0,1,0,0,0,1,0,0
0.457002457002457,0.49999999999999994,0.7414546117492299,0.1816848714618029,1,0,0,0,1,1,0,1,0,0,0,0
0.17690417690417692,0.16666666666666669,0.6982822774891071,0.3754471400944121,2,0,0,1,0,1,0,0,0,1,0,0
0.2604422604422605,0.25,0.7360783931650527,0.2228322350972216,2,0,0,1,0,1,0,0,1,0,0,0
0.26945126945126946,0.08333333333333333,0.6999288464051164,0.497569269016003,2,0,0,1,0,0,1,1,0,0,0,0
0.35135135135135137,0.16666666666666669,0.8019770211482931,0.5544044678069653,2,0,0,1,0,0,1,0,0,0,1,0
0.3595413595413596,0.08333333333333333,0.6369013915520739,0.0935456972016541,1,0,0,1,0,1,0,1,0,0,0,0
0.12776412776412777,0.25,0.5773981394435415,0.3737679855278957,0,0,1,0,0,1,0,1,0,0,0,0
0.371007371007371,0.3333333333333333,0.3890258782315197,0.3360337531065149,1,0,0,1,0,0,1,0,1,0,0,0
0.8665028665028666,0.08333333333333333,0.6024480143868783,0.4044851612309331,3,0,0,0,1,1,0,0,0,1,0,0
0.45536445536445536,0.16666666666666669,0.3940338737260505,0.1512314834662887,2,0,0,1,0,1,0,0,1,0,0,0
0.44389844389844396,0.25,0.5597616060821832,0.4582092281989764,1,0,0,0,1,1,0,1,0,0,0,0
0.3046683046683047,0.3333333333333333,0.7546644051456644,0.2958286339650209,2,1,0,1,0,1,0,0,0,1,0,0
0.3128583128583129,0.16666666666666669,0.23140998209630145,0.2215961794527488,1,0,0,1,0,0,1,1,0,0,0,0
0.40540540540540543,0.3333333333333333,0.6648331871067747,0.1036160073659227,0,0,0,1,0,0,1,1,0,0,0,0
0.25962325962325966,0.5833333333333333,0.9344970897251281,0.0927919053873452,0,1,0,1,0,0,1,1,0,0,0,0
0.5282555282555284,0.25,0.7767209844105272,0.219779882975548,2,0,0,1,0,0,1,0,0,0,1,0
0.38001638001638005,0.3333333333333333,0.7944090555069476,0.334956131312233,1,0,0,1,0,1,0,0,1,0,0,0
0.3923013923013923,0.16666666666666669,0.8360535543175427,0.0208765783033419,1,0,0,0,1,0,1,1,0,0,0,0
0.7682227682227682,0.25,0.7891649421868718,0.1280544130194838,1,0,0,1,0,1,0,0,0,0,0,1
0.42669942669942673,0.16666666666666669,0.8312884634965928,0.2223533390115135,1,1,0,0,1,1,0,1,0,0,0,0
0.22194922194922195,0.5833333333333333,0.8666564136838671,0.5806474003838367,0,0,0,1,0,1,0,0,0,0,0,1
0.13595413595413597,0.4166666666666667,0.8410204325021317,0.1372112097066072,2,0,0,1,0,0,1,1,0,0,0,0
0.27682227682227684,0.49999999999999994,0.33041062523605014,0.066862776589447,1,0,0,0,1,1,0,1,0,0,0,0
0.3923013923013923,0.08333333333333333,0.6251593592378077,0.2211799987592227,2,0,1,0,0,0,1,0,1,0,0,0
0.3308763308763309,0.16666666666666669,0.7923904291300422,0.007648420797263,3,0,0,0,1,1,0,1,0,0,0,0
0.5847665847665848,0.08333333333333333,0.5483710532870567,0.5071261141844916,1,0,0,1,0,1,0,1,0,0,0,0
0.3677313677313678,0.25,0.7864609163633616,0.4075758397425018,2,0,0,1,0,1,0,1,0,0,0,0
0.511875511875512,0.0,0.8282873004830912,0.2023089198121435,1,0,0,0,1,0,1,1,0,0,0,0
0.5708435708435708,0.3333333333333333,0.5822618692242181,0.3247285405596105,1,0,0,0,1,0,1,1,0,0,0,0
0.18181818181818182,0.25,0.6412247680924155,0.1571596952602033,0,0,0,0,1,0,1,0,0,1,0,0
0.26781326781326786,0.16666666666666669,0.4164859076410584,0.4944554124877282,1,0,0,0,1,1,0,0,1,0,0,0
0.42260442260442266,0.49999999999999994,0.8467227694207552,0.2134341893127883,4,0,0,1,0,1,0,1,0,0,0,0
0.31941031941031944,0.16666666666666669,0.6196361923005275,0.3821993820358133,3,1,0,1,0,1,0,1,0,0,0,0
0.5724815724815725,0.16666666666666669,0.5250493790353202,0.1916164901166072,2,0,0,1,0,1,0,1,0,0,0,0
0.2686322686322687,0.4166666666666667,0.8103573953801211,0.0971363470548561,1,0,1,0,0,0,1,1,0,0,0,0
0.07125307125307126,0.25,0.7951786640864118,0.2383024074845337,2,0,0,1,0,0,1,1,0,0,0,0
0.3447993447993448,0.3333333333333333,0.8021960971240634,0.1208539243441685,1,1,1,0,0,1,0,0,1,0,0,0
0.561015561015561,0.49999999999999994,0.8501656535999826,0.3272134719611091,1,0,0,1,0,0,1,0,1,0,0,0
0.49221949221949224,0.08333333333333333,0.8001622296983383,0.1493509668314913,1,0,0,1,0,0,1,0,1,0,0,0
0.22522522522522526,0.25,0.8032813705616925,0.376038274653647,0,1,0,1,0,0,1,1,0,0,0,0
0.24078624078624083,0.25,0.7035193880510364,0.86087921829033,1,0,0,0,1,1,0,0,0,1,0,0
0.41359541359541363,0.16666666666666669,0.6291079884719945,0.2156047626343967,2,1,0,1,0,1,0,1,0,0,0,0
0.17199017199017202,0.16666666666666669,0.8916074949071641,0.2133612314468826,3,0,0,1,0,1,0,1,0,0,0,0
0.4963144963144963,0.3333333333333333,0.7638440782315047,0.1913542717642889,1,0,0,0,1,0,1,1,0,0,0,0
0.592956592956593,0.25,0.8031694756939717,0.5569689644758378,1,0,0,0,1,0,1,0,0,1,0,0
0.15642915642915645,0.08333333333333333,0.6995747106669251,0.3210432741287432,0,0,0,1,0,1,0,0,1,0,0,0
0.42669942669942673,0.3333333333333333,0.7013341364111376,0.1571540834888513,1,1,0,1,0,1,0,0,1,0,0,0
0.3652743652743653,0.25,0.9101582028662681,0.3061970441797962,1,1,0,0,1,1,0,1,0,0,0,0
0.3497133497133498,0.0,0.0019804639219740267,0.1158183620508458,2,0,0,1,0,0,1,0,0,0,1,0
0.30303030303030304,0.16666666666666669,0.6098957121528166,0.5128982021629815,1,0,0,0,1,0,1,0,0,1,0,0
0.3914823914823915,0.16666666666666669,0.5993079877577835,0.5018388851042683,1,1,0,0,1,1,0,1,0,0,0,0
0.5307125307125308,0.08333333333333333,0.739419668994528,0.561632170520019,2,0,0,0,1,0,1,1,0,0,0,0
0.49140049140049147,0.16666666666666669,0.728122664440219,0.0889243541125229,1,0,0,1,0,0,1,1,0,0,0,0
0.6183456183456184,0.16666666666666669,0.5957153130528228,0.1025482428190944,1,0,0,0,1,1,0,1,0,0,0,0
0.4103194103194104,0.49999999999999994,0.6097845103283188,0.4739622656786313,0,0,0,1,0,1,0,1,0,0,0,0
0.4160524160524161,0.5833333333333333,0.4920269955469678,0.1365179192830829,2,0,0,1,0,1,0,0,1,0,0,0
0.22522522522522526,0.08333333333333333,0.5203279372525568,0.573803212651666,2,0,0,1,0,0,1,0,1,0,0,0
0.3267813267813268,0.16666666666666669,0.7753711328732297,0.3549054560528383,1,0,0,1,0,1,0,1,0,0,0,0
0.3366093366093366,0.3333333333333333,0.5839935243234725,0.2788285371535762,1,0,0,0,1,1,0,1,0,0,0,0
0.5814905814905815,0.3333333333333333,0.7834259189973415,0.1777654946218952,2,0,0,1,0,0,1,1,0,0,0,0
0.47993447993448,0.16666666666666669,0.8549300620798117,0.3154266387627327,2,1,0,1,0,0,1,1,0,0,0,0
0.37182637182637185,0.6666666666666666,0.908732497956936,0.3581716399342248,3,0,0,1,0,1,0,1,0,0,0,0
0.3906633906633907,0.3333333333333333,0.6668675508049015,0.1050205103571758,2,0,0,1,0,1,0,0,1,0,0,0
0.6036036036036037,0.49999999999999994,0.7854815075638497,0.1417060096613684,2,0,0,1,0,0,1,0,1,0,0,0
0.24651924651924656,0.16666666666666669,0.8188935341732692,0.6802552512604008,3,0,0,0,1,1,0,1,0,0,0,0
0.6674856674856675,0.8333333333333333,0.4134751253073645,0.6126930372768893,4,0,0,1,0,1,0,0,0,1,0,0
0.4545454545454546,0.16666666666666669,0.7561676957750426,0.3850520807469007,1,1,0,1,0,0,1,0,0,1,0,0
0.5045045045045046,0.0,0.5351480051513564,0.1366753205139279,1,0,0,0,1,1,0,0,1,0,0,0
0.41932841932841936,0.0,0.490846334871444,0.2211813994804353,2,1,0,1,0,1,0,1,0,0,0,0
0.3816543816543817,0.3333333333333333,0.5664182438869324,0.510303991360986,2,1,0,1,0,1,0,1,0,0,0,0
0.45945945945945954,0.49999999999999994,0.6227804004571903,0.2545710957228922,3,0,0,1,0,1,0,1,0,0,0,0
0.5225225225225225,0.3333333333333333,0.7860881798526332,0.2522909766710493,2,0,0,0,1,0,1,1,0,0,0,0
0.4234234234234235,0.25,0.3884066130102556,0.2063676220838365,2,0,0,1,0,0,1,1,0,0,0,0
0.3652743652743653,0.0,0.82780260531833,0.3971476659149572,1,0,0,1,0,1,0,1,0,0,0,0
0.20475020475020478,0.16666666666666669,0.5446520347273179,0.2119272270309423,0,0,0,1,0,0,1,0,0,1,0,0
0.30630630630630634,0.3333333333333333,0.6082096072929983,0.5495190943041328,0,0,0,1,0,1,0,0,0,1,0,0
0.4045864045864046,0.6666666666666666,0.6842628634536778,0.3144316341041462,2,0,0,0,1,0,1,0,0,0,1,0
0.41113841113841115,0.3333333333333333,0.6147627799237388,0.204817138229567,0,0,0,1,0,0,1,1,0,0,0,0
0.2972972972972973,0.3333333333333333,0.7078356742096966,0.7619408254040162,1,1,0,0,1,1,0,1,0,0,0,0
0.5495495495495496,0.3333333333333333,0.43546806420100626,0.5038687646354134,1,0,0,1,0,1,0,0,1,0,0,0
0.35872235872235875,0.08333333333333333,0.6825492001914191,0.2320173428288454,2,0,0,1,0,0,1,0,0,0,0,1
0.33251433251433254,0.25,0.7917783085148357,0.1075428676377085,1,0,0,0,1,1,0,1,0,0,0,0
0.16707616707616707,0.08333333333333333,0.4972586405334596,0.6529489755980991,0,0,0,0,1,1,0,0,1,0,0,0
0.14332514332514334,0.3333333333333333,0.7797559975008401,0.3972491296919527,3,1,0,1,0,0,1,1,0,0,0,0
0.07944307944307945,0.25,0.8729319263588435,0.3922231356409701,1,0,0,1,0,1,0,1,0,0,0,0
0.6216216216216217,0.08333333333333333,0.7011507796778841,0.3502804076482736,1,0,0,1,0,0,1,1,0,0,0,0
0.5880425880425881,0.25,0.8626828956972556,0.5001361716411089,1,0,0,0,1,1,0,0,1,0,0,0
0.4512694512694513,0.3333333333333333,0.7587726289905595,0.3251566704174881,2,0,0,1,0,1,0,1,0,0,0,0
0.2997542997542998,0.0,0.7667065654521725,0.3686878509127377,1,1,0,0,1,1,0,0,1,0,0,0
0.2956592956592957,0.25,0.7357174271928312,0.2402812346697087,1,0,0,1,0,1,0,1,0,0,0,0
0.1973791973791974,0.25,0.3630626336916942,0.285753546262598,1,0,0,1,0,1,0,1,0,0,0,0
0.23423423423423428,0.16666666666666669,0.5722781675351855,0.4220741572983025,3,0,0,1,0,1,0,1,0,0,0,0
0.3611793611793612,0.0,0.6920665266509844,0.3670377986444766,2,0,0,1,0,1,0,0,0,1,0,0
0.3808353808353809,0.0,0.7951959322379384,0.65382860431456,1,0,0,1,0,1,0,1,0,0,0,0
0.7411957411957413,0.6666666666666666,0.7105687882083492,0.7001121146290382,2,1,0,1,0,1,0,1,0,0,0,0
0.46846846846846846,0.0,0.5229805211367025,0.3570031065317771,2,0,0,1,0,0,1,0,1,0,0,0
0.24651924651924656,0.3333333333333333,0.773955618299459,0.1437583937307351,2,0,0,1,0,0,1,1,0,0,0,0
0.6298116298116299,0.4166666666666667,0.7270004037177717,0.5408082707248444,2,0,0,1,0,0,1,1,0,0,0,0
0.06633906633906635,0.16666666666666669,0.7682606431497004,0.5760053193665895,1,0,1,0,0,1,0,0,0,0,1,0
0.36363636363636365,0.3333333333333333,0.8413362836263228,0.2514327112225498,5,0,0,1,0,1,0,1,0,0,0,0
0.3996723996723997,0.08333333333333333,0.420032014505325,0.1569417481208387,0,0,0,0,1,0,1,1,0,0,0,0
0.35135135135135137,0.08333333333333333,0.5429030485310444,0.2052130158428704,2,0,0,0,1,0,1,1,0,0,0,0
0.2497952497952498,0.3333333333333333,0.7872432283642787,0.2409576688518054,4,0,0,0,1,0,1,0,0,1,0,0
0.03849303849303849,0.25,0.7451545261454279,0.391466339583058,0,0,0,1,0,0,1,1,0,0,0,0
0.5511875511875513,0.25,0.4305858647725991,0.7533875137661158,2,0,0,1,0,1,0,1,0,0,0,0
0.5880425880425881,0.08333333333333333,0.7860183497051279,0.0539248412622369,1,0,0,1,0,1,0,0,1,0,0,0
0.3218673218673219,0.5833333333333333,0.7240613980773939,0.0407143342707764,2,0,0,1,0,1,0,0,0,1,0,0
0.36445536445536447,0.16666666666666669,0.9083767907480559,0.0527442686462417,3,0,0,1,0,0,1,1,0,0,0,0
0.46846846846846846,0.16666666666666669,0.7904787839843563,0.2206499637706056,1,1,0,1,0,1,0,1,0,0,0,0
0.14414414414414417,0.25,0.8718242526377346,0.2691588363120941,2,0,0,1,0,0,1,1,0,0,0,0
0.583947583947584,0.25,0.49761045723833275,0.364075330591236,3,0,0,1,0,1,0,1,0,0,0,0
0.515970515970516,0.16666666666666669,0.7710667210006378,0.2078610002788013,1,0,0,1,0,0,1,0,1,0,0,0
0.542997542997543,0.16666666666666669,0.5109585330522756,0.3031775833639525,4,0,0,1,0,1,0,1,0,0,0,0
0.2604422604422605,0.4166666666666667,0.8448237394167191,0.5492007850840595,0,0,0,1,0,0,1,1,0,0,0,0
0.24242424242424243,0.08333333333333333,0.8358479183137824,0.764862287137122,1,0,0,1,0,0,1,1,0,0,0,0
0.3366093366093366,0.4166666666666667,0.6109003286865295,0.3022179177144434,4,0,0,0,1,1,0,1,0,0,0,0
0.32268632268632275,0.08333333333333333,0.6137882201680014,0.3659039322607189,3,0,0,1,0,1,0,0,0,0,0,1
0.3734643734643735,0.3333333333333333,0.7263590010060569,0.1275838823971699,1,0,0,1,0,1,0,1,0,0,0,0
0.4283374283374284,0.4166666666666667,0.7872374145281976,0.3638211956272796,1,0,0,1,0,1,0,0,1,0,0,0
0.23587223587223588,0.3333333333333333,0.39265556134010515,0.2425782214085445,2,0,0,1,0,1,0,0,0,0,1,0
0.015561015561015565,0.4166666666666667,0.7639586165994592,0.2511766844105547,2,0,0,1,0,1,0,0,1,0,0,0
0.27682227682227684,0.9166666666666666,0.7228675270929871,0.6143223287625307,2,0,0,1,0,1,0,0,1,0,0,0
0.3734643734643735,0.49999999999999994,0.9219167733199688,0.3930540240550854,3,0,0,0,1,0,1,0,0,0,1,0
0.0,0.25,0.5209473840915028,0.4359371181274422,2,0,0,0,1,1,0,1,0,0,0,0
0.3857493857493858,0.25,0.5641139140355751,0.7662027823084512,2,0,0,1,0,1,0,1,0,0,0,0
0.2268632268632269,0.08333333333333333,0.7567233225095948,0.5080826390364083,2,0,0,1,0,1,0,1,0,0,0,0
0.37510237510237515,0.16666666666666669,0.6083600650773439,0.1583722737402562,2,0,0,0,1,1,0,1,0,0,0,0
0.37182637182637185,0.49999999999999994,0.5751787006610852,0.4472088363848736,0,0,0,0,1,1,0,1,0,0,0,0
0.0941850941850942,0.5833333333333333,0.8252310017131197,0.1590088777632808,0,0,0,0,1,1,0,1,0,0,0,0
0.42669942669942673,0.4166666666666667,0.6466233188271778,0.560041204958615,3,0,0,1,0,0,1,1,0,0,0,0
0.66994266994267,0.16666666666666669,0.6627250575508306,0.4171509510847081,1,0,0,1,0,0,1,1,0,0,0,0
0.15642915642915645,0.25,0.6595224411255286,0.1185545325439454,1,0,0,1,0,1,0,0,0,1,0,0
0.5454545454545455,0.08333333333333333,0.42733359925583436,0.1435732320999448,2,1,1,0,0,0,1,1,0,0,0,0
